,形容詞,形容詞_cnt,動詞,動詞_cnt,名詞,名詞_cnt,接続詞,接続詞_cnt,,low,,形容詞,形容詞_cnt,動詞,動詞_cnt,名詞,名詞_cnt,接続詞,接続詞_cnt
5145,,,,,認知,2,,,,,5145,,,,,小泉さん,1,,
5146,,,,,ダイヤル,2,,,,,5146,,,,,中東地域,1,,
5147,,,,,頻度,2,,,,,5147,,,,,にも,1,,
5148,,,,,高度経済成長,2,,,,,5148,,,,,確証,1,,
5149,,,,,プラスアルファ,2,,,,,5149,,,,,自前,1,,
5150,,,,,金融危機,2,,,,,5150,,,,,山口那津男,1,,
5151,,,,,不利益,2,,,,,5151,,,,,フォローアップ,1,,
5152,,,,,合格,2,,,,,5152,,,,,三次,1,,
5153,,,,,服務,2,,,,,5153,,,,,福島第一原子力発電所,1,,
5154,,,,,社会的責任,2,,,,,5154,,,,,汚染水問題,1,,
5155,,,,,モラトリアム,2,,,,,5155,,,,,進捗管理,1,,
5156,,,,,普遍,2,,,,,5156,,,,,放射性物質,1,,
5157,,,,,十九,2,,,,,5157,,,,,焦眉,1,,
5158,,,,,申告,2,,,,,5158,,,,,今夏,1,,
5159,,,,,核軍縮,2,,,,,5159,,,,,道義的,1,,
5160,,,,,アイデンティティー,2,,,,,5160,,,,,軍縮,1,,
5161,,,,,日本の伝統,2,,,,,5161,,,,,イニシアティブ,1,,
5162,,,,,グリーン,2,,,,,5162,,,,,国際貿易,1,,
5163,,,,,防潮堤,2,,,,,5163,,,,,武器輸出,1,,
5164,,,,,海岸,2,,,,,5164,,,,,地球,1,,
5165,,,,,くず,2,,,,,5165,,,,,技術革新,1,,
5166,,,,,夕刊紙,2,,,,,5166,,,,,地球温暖化,1,,
5167,,,,,靖国参拝,2,,,,,5167,,,,,外交戦略,1,,
5168,,,,,田中内閣,2,,,,,5168,,,,,炭素,1,,
5169,,,,,被告人,2,,,,,5169,,,,,温暖化,1,,
5170,,,,,入手,2,,,,,5170,,,,,出馬,1,,
5171,,,,,日本外交,2,,,,,5171,,,,,自虐,1,,
5172,,,,,淘汰,2,,,,,5172,,,,,卑下,1,,
5173,,,,,国税庁,2,,,,,5173,,,,,先決,1,,
5174,,,,,偶発,2,,,,,5174,,,,,道州制基本法,1,,
5175,,,,,論文,2,,,,,5175,,,,,区割り,1,,
5176,,,,,絵姿,2,,,,,5176,,,,,一定の評価,1,,
5177,,,,,むしろ,2,,,,,5177,,,,,国家像,1,,
5178,,,,,神社,2,,,,,5178,,,,,道州,1,,
5179,,,,,戦死,2,,,,,5179,,,,,基礎自治体,1,,
5180,,,,,境内,2,,,,,5180,,,,,意志,1,,
5181,,,,,歴史観,2,,,,,5181,,,,,好奇,1,,
5182,,,,,戦場,2,,,,,5182,,,,,近現代史,1,,
5183,,,,,第十,2,,,,,5183,,,,,移管,1,,
5184,,,,,招魂社,2,,,,,5184,,,,,二名,1,,
5185,,,,,原型,2,,,,,5185,,,,,党三役,1,,
5186,,,,,尚早,2,,,,,5186,,,,,新事業,1,,
5187,,,,,グローバルスタンダード,2,,,,,5187,,,,,意識改革,1,,
5188,,,,,双方向,2,,,,,5188,,,,,変革,1,,
5189,,,,,鈴木,2,,,,,5189,,,,,起業家,1,,
5190,,,,,正常,2,,,,,5190,,,,,産業競争力強化法,1,,
5191,,,,,国有,2,,,,,5191,,,,,価額,1,,
5192,,,,,カム,2,,,,,5192,,,,,損金,1,,
5193,,,,,謝意,2,,,,,5193,,,,,算入,1,,
5194,,,,,高市,2,,,,,5194,,,,,繰り越し,1,,
5195,,,,,都民,2,,,,,5195,,,,,会計年度,1,,
5196,,,,,舛添,2,,,,,5196,,,,,需要拡大,1,,
5197,,,,,度合い,2,,,,,5197,,,,,番号,1,,
5198,,,,,苦労,2,,,,,5198,,,,,国際司法裁判所,1,,
5199,,,,,裏表,2,,,,,5199,,,,,単独提訴,1,,
5200,,,,,出発,2,,,,,5200,,,,,一朝一夕,1,,
5201,,,,,長生き,2,,,,,5201,,,,,国際オリンピック委員会,1,,
5202,,,,,産業政策,2,,,,,5202,,,,,国際パラリンピック委員会,1,,
5203,,,,,透明,2,,,,,5203,,,,,会社更生法,1,,
5204,,,,,キログラム,2,,,,,5204,,,,,燃料調達,1,,
5205,,,,,リーズナブル,2,,,,,5205,,,,,実況,1,,
5206,,,,,主宰,2,,,,,5206,,,,,山下芳生,1,,
5207,,,,,ドリル,2,,,,,5207,,,,,格差拡大,1,,
5208,,,,,産業競争力強化法,2,,,,,5208,,,,,無制限,1,,
5209,,,,,ハイブリッド,2,,,,,5209,,,,,経営状態,1,,
5210,,,,,法執行機関,2,,,,,5210,,,,,支援金,1,,
5211,,,,,民主化,2,,,,,5211,,,,,グループ,1,,
5212,,,,,医療従事者,2,,,,,5212,,,,,商店街,1,,
5213,,,,,党大会,2,,,,,5213,,,,,貿易促進権限,1,,
5214,,,,,絞り込み,2,,,,,5214,,,,,江崎孝,1,,
5215,,,,,現状認識,2,,,,,5215,,,,,両議院,1,,
5216,,,,,行く末,2,,,,,5216,,,,,公共放送,1,,
5217,,,,,落下,2,,,,,5217,,,,,共通ルール,1,,
5218,,,,,国際政治,2,,,,,5218,,,,,外国政府,1,,
5219,,,,,ディフェンス,2,,,,,5219,,,,,増額,1,,
5220,,,,,常識的,2,,,,,5220,,,,,事故後,1,,
5221,,,,,異端,2,,,,,5221,,,,,町内,1,,
5222,,,,,操業,2,,,,,5222,,,,,福島復興再生総局,1,,
5223,,,,,営業力,2,,,,,5223,,,,,即断,1,,
5224,,,,,工業高校,2,,,,,5224,,,,,即決,1,,
5225,,,,,高専,2,,,,,5225,,,,,予算事業,1,,
5226,,,,,存在自体,2,,,,,5226,,,,,菅義偉,1,,
5227,,,,,駐屯,2,,,,,5227,,,,,吉田博美,1,,
5228,,,,,定説,2,,,,,5228,,,,,イデオロギー,1,,
5229,,,,,前項,2,,,,,5229,,,,,論争,1,,
5230,,,,,公共の福祉,2,,,,,5230,,,,,邁進する,1,,
5231,,,,,出し,2,,,,,5231,,,,,レッテル貼り,1,,
5232,,,,,オウム真理教,2,,,,,5232,,,,,世の常,1,,
5233,,,,,カテゴリー,2,,,,,5233,,,,,親交,1,,
5234,,,,,永久,2,,,,,5234,,,,,日印関係,1,,
5235,,,,,天賦人権説,2,,,,,5235,,,,,寿命,1,,
5236,,,,,国民の権利,2,,,,,5236,,,,,スポーツ庁,1,,
5237,,,,,クレーム,2,,,,,5237,,,,,スポーツ界,1,,
5238,,,,,祈り,2,,,,,5238,,,,,新国立競技場,1,,
5239,,,,,宗教観,2,,,,,5239,,,,,開会式,1,,
5240,,,,,愛する人,2,,,,,5240,,,,,国立競技場,1,,
5241,,,,,ダクト,2,,,,,5241,,,,,競技場,1,,
5242,,,,,職人,2,,,,,5242,,,,,観光振興,1,,
5243,,,,,初年度,2,,,,,5243,,,,,アクション,1,,
5244,,,,,量的緩和,2,,,,,5244,,,,,多彩,1,,
5245,,,,,米軍再編,2,,,,,5245,,,,,発給,1,,
5246,,,,,共同研究,2,,,,,5246,,,,,徳永エリ,1,,
5247,,,,,PA,2,,,,,5247,,,,,東京電力福島原子力発電所事故調査委員会,1,,
5248,,,,,議案,2,,,,,5248,,,,,プロジェクトチーム,1,,
5249,,,,,イコール,2,,,,,5249,,,,,報道陣,1,,
5250,,,,,通商交渉,2,,,,,5250,,,,,技術的知見,1,,
5251,,,,,十八,2,,,,,5251,,,,,出生届,1,,
5252,,,,,米国政府,2,,,,,5252,,,,,価格破壊,1,,
5253,,,,,投票,2,,,,,5253,,,,,主宰,1,,
5254,,,,,部署,2,,,,,5254,,,,,片山虎之助,1,,
5255,,,,,派遣社員,2,,,,,5255,,,,,年央,1,,
5256,,,,,海外出張,2,,,,,5256,,,,,裁量,1,,
5257,,,,,大統領府,2,,,,,5257,,,,,国民投票法,1,,
5258,,,,,争い,2,,,,,5258,,,,,広域連合,1,,
5259,,,,,渡辺喜美,2,,,,,5259,,,,,供花,1,,
5260,,,,,電力市場,2,,,,,5260,,,,,政教分離原則,1,,
5261,,,,,化石燃料,2,,,,,5261,,,,,社会権規約,1,,
5262,,,,,松沢,2,,,,,5262,,,,,拷問,1,,
5263,,,,,市長選挙,2,,,,,5263,,,,,現代,1,,
5264,,,,,久々,2,,,,,5264,,,,,新しい時代,1,,
5265,,,,,八日,2,,,,,5265,,,,,途上,1,,
5266,,,,,トラック,2,,,,,5266,,,,,一様,1,,
5267,,,,,12月26日,2,,,,,5267,,,,,印象的,1,,
5268,,,,,権限移譲,2,,,,,5268,,,,,市民社会,1,,
5269,,,,,自治,2,,,,,5269,,,,,独り善がり,1,,
5270,,,,,指定都市,2,,,,,5270,,,,,最良,1,,
5271,,,,,賛成多数,2,,,,,5271,,,,,授業料減免,1,,
5272,,,,,東海道新幹線,2,,,,,5272,,,,,編集,1,,
5273,,,,,政局,2,,,,,5273,,,,,国定教科書,1,,
5274,,,,,部会,2,,,,,5274,,,,,修身,1,,
5275,,,,,外国人技能実習制度,2,,,,,5275,,,,,保護者,1,,
5276,,,,,技能実習生,2,,,,,5276,,,,,教育水準,1,,
5277,,,,,各界,2,,,,,5277,,,,,健康障害,1,,
5278,,,,,法令違反,2,,,,,5278,,,,,溝手顕正,1,,
5279,,,,,ダボス,2,,,,,5279,,,,,休養,1,,
5280,,,,,税源,2,,,,,5280,,,,,心機一転,1,,
5281,,,,,租税,2,,,,,5281,,,,,生まれ,1,,
5282,,,,,実習生,2,,,,,5282,,,,,年男,1,,
5283,,,,,結婚式,2,,,,,5283,,,,,駿馬,1,,
5284,,,,,軽自動車,2,,,,,5284,,,,,政権運営,1,,
5285,,,,,公共交通機関,2,,,,,5285,,,,,マウンド,1,,
5286,,,,,課題先進国,2,,,,,5286,,,,,いっぱい,1,,
5287,,,,,候補,2,,,,,5287,,,,,オープニング,1,,
5288,,,,,両院,2,,,,,5288,,,,,基調講演,1,,
5289,,,,,品位,2,,,,,5289,,,,,是々非々,1,,
5290,,,,,契約社員,2,,,,,5290,,,,,攻守,1,,
5291,,,,,本法,2,,,,,5291,,,,,民間予測,1,,
5292,,,,,観念,2,,,,,5292,,,,,名目成長率,1,,
5293,,,,,社是,2,,,,,5293,,,,,低め,1,,
5294,,,,,志摩線,2,,,,,5294,,,,,住民税,1,,
5295,,,,,真実,2,,,,,5295,,,,,個人住民税,1,,
5296,,,,,安全保障のジレンマ,2,,,,,5296,,,,,サービス業,1,,
5297,,,,,多分,2,,,,,5297,,,,,経常,1,,
5298,,,,,南米,2,,,,,5298,,,,,恒常,1,,
5299,,,,,岩国飛行場,2,,,,,5299,,,,,外的,1,,
5300,,,,,防衛副大臣,2,,,,,5300,,,,,中東情勢,1,,
5301,,,,,ヘッド,2,,,,,5301,,,,,暴騰,1,,
5302,,,,,日米交渉,2,,,,,5302,,,,,シェール革命,1,,
5303,,,,,論争,2,,,,,5303,,,,,福祉施設,1,,
5304,,,,,横断,2,,,,,5304,,,,,原資,1,,
5305,,,,,力任せ,2,,,,,5305,,,,,日本文化,1,,
5306,,,,,石垣,2,,,,,5306,,,,,教育課程,1,,
5307,,,,,領海侵入,2,,,,,5307,,,,,配付,1,,
5308,,,,,優勢,2,,,,,5308,,,,,教材,1,,
5309,,,,,航空優勢,2,,,,,5309,,,,,年中行事,1,,
5310,,,,,日米防衛協力のための指針,2,,,,,5310,,,,,風習,1,,
5311,,,,,クリントン政権,2,,,,,5311,,,,,食文化,1,,
5312,,,,,シスターズ,2,,,,,5312,,,,,首長,1,,
5313,,,,,島尻,2,,,,,5313,,,,,挫折,1,,
5314,,,,,大家,2,,,,,5314,,,,,欧米列強,1,,
5315,,,,,山口銀行,2,,,,,5315,,,,,焦燥感,1,,
5316,,,,,特定疾患,2,,,,,5316,,,,,井上義久,1,,
5317,,,,,先代,2,,,,,5317,,,,,訪日外国人旅行,1,,
5318,,,,,教え,2,,,,,5318,,,,,急性,1,,
5319,,,,,リストラ,2,,,,,5319,,,,,医療従事者,1,,
5320,,,,,合間,2,,,,,5320,,,,,ライフワーク,1,,
5321,,,,,経理,2,,,,,5321,,,,,がん検診,1,,
5322,,,,,医方,2,,,,,5322,,,,,全国展開,1,,
5323,,,,,インターンシップ,2,,,,,5323,,,,,検診,1,,
5324,,,,,起業,2,,,,,5324,,,,,緩和ケア,1,,
5325,,,,,よろしくお願いします,2,,,,,5325,,,,,年金受給者,1,,
5326,,,,,維新の会,2,,,,,5326,,,,,赤羽,1,,
5327,,,,,国会法,2,,,,,5327,,,,,産業都市,1,,
5328,,,,,通訳,2,,,,,5328,,,,,浜通り,1,,
5329,,,,,スペイン,2,,,,,5329,,,,,仙台市,1,,
5330,,,,,マドリード,2,,,,,5330,,,,,幾多,1,,
5331,,,,,光栄,2,,,,,5331,,,,,国際貢献,1,,
5332,,,,,法的措置,2,,,,,5332,,,,,後継,1,,
5333,,,,,官僚,2,,,,,5333,,,,,ドア,1,,
5334,,,,,持ち主,2,,,,,5334,,,,,グアム,1,,
5335,,,,,台帳,2,,,,,5335,,,,,鳥獣,1,,
5336,,,,,コンピューター,2,,,,,5336,,,,,水産,1,,
5337,,,,,合わせ,2,,,,,5337,,,,,木材,1,,
5338,,,,,インターネット上,2,,,,,5338,,,,,国産材,1,,
5339,,,,,北米,2,,,,,5339,,,,,公文書管理法,1,,
5340,,,,,石炭,2,,,,,5340,,,,,友党,1,,
5341,,,,,発電設備,2,,,,,5341,,,,,渡辺喜美,1,,
5342,,,,,橋下,2,,,,,5342,,,,,量的・質的金融緩和,1,,
5343,,,,,日本の財政,2,,,,,5343,,,,,キャッシュ,1,,
5344,,,,,赤ちゃん,2,,,,,5344,,,,,電子,1,,
5345,,,,,何等,2,,,,,5345,,,,,社会保障・税番号制度,1,,
5346,,,,,排雪,2,,,,,5346,,,,,添付,1,,
5347,,,,,地域医療,2,,,,,5347,,,,,国家公務員制度改革基本法,1,,
5348,,,,,適任,2,,,,,5348,,,,,事業運営,1,,
5349,,,,,主査,2,,,,,5349,,,,,民間事業者,1,,
5350,,,,,賦課,2,,,,,5350,,,,,江田憲司,1,,
5351,,,,,社会保険,2,,,,,5351,,,,,行財政改革,1,,
5352,,,,,二の矢,2,,,,,5352,,,,,議員定数の削減,1,,
5353,,,,,サイド,2,,,,,5353,,,,,効率性,1,,
5354,,,,,介護ロボット,2,,,,,5354,,,,,政党政治,1,,
5355,,,,,グループホーム,2,,,,,5355,,,,,おのおの,1,,
5356,,,,,サポータ,2,,,,,5356,,,,,本位,1,,
5357,,,,,蓄え,2,,,,,5357,,,,,基本政策,1,,
5358,,,,,超高齢社会,2,,,,,5358,,,,,抵抗,1,,
5359,,,,,生涯現役,2,,,,,5359,,,,,結いの党,1,,
5360,,,,,過剰,2,,,,,5360,,,,,心情倫理,1,,
5361,,,,,勤務医,2,,,,,5361,,,,,責任倫理,1,,
5362,,,,,環境改善,2,,,,,5362,,,,,両々,1,,
5363,,,,,生活保護費,2,,,,,5363,,,,,天職,1,,
5364,,,,,取っ手,2,,,,,5364,,,,,職業としての政治,1,,
5365,,,,,網間,2,,,,,5365,,,,,判断力,1,,
5366,,,,,上位,2,,,,,5366,,,,,雇用保険,1,,
5367,,,,,電子政府,2,,,,,5367,,,,,公共職業訓練,1,,
5368,,,,,痛感,2,,,,,5368,,,,,教育訓練給付,1,,
5369,,,,,労働基準局,2,,,,,5369,,,,,雇用保険法,1,,
5370,,,,,勤務時間,2,,,,,5370,,,,,農地法,1,,
5371,,,,,非現業,2,,,,,5371,,,,,組み合わせ,1,,
5372,,,,,不誠実,2,,,,,5372,,,,,発送,1,,
5373,,,,,国家公務員共済組合連合会,2,,,,,5373,,,,,消費増税,1,,
5374,,,,,決算委員会,2,,,,,5374,,,,,マイナー自衛権,1,,
5375,,,,,日本医療研究開発機構,2,,,,,5375,,,,,海面,1,,
5376,,,,,防空識別圏,2,,,,,5376,,,,,浮上,1,,
5377,,,,,攻勢,2,,,,,5377,,,,,国旗,1,,
5378,,,,,防衛大学,2,,,,,5378,,,,,国領,1,,
5379,,,,,卒業生,2,,,,,5379,,,,,海内,1,,
5380,,,,,ベトナム戦争,2,,,,,5380,,,,,志位和夫,1,,
5381,,,,,意識調査,2,,,,,5381,,,,,販売価格,1,,
5382,,,,,真正面,2,,,,,5382,,,,,日銀短観,1,,
5383,,,,,新教育,2,,,,,5383,,,,,業況判断,1,,
5384,,,,,PT,2,,,,,5384,,,,,調査官,1,,
5385,,,,,担任,2,,,,,5385,,,,,応能,1,,
5386,,,,,授業,2,,,,,5386,,,,,税制改革,1,,
5387,,,,,東条,2,,,,,5387,,,,,賃金水準,1,,
5388,,,,,合議制,2,,,,,5388,,,,,政府主導,1,,
5389,,,,,神奈川県,2,,,,,5389,,,,,賃下げ,1,,
5390,,,,,見た目,2,,,,,5390,,,,,首長選挙,1,,
5391,,,,,模擬投票,2,,,,,5391,,,,,鈴木克昌,1,,
5392,,,,,政治参加,2,,,,,5392,,,,,国連軍,1,,
5393,,,,,高等学校,2,,,,,5393,,,,,世界平和,1,,
5394,,,,,発行者,2,,,,,5394,,,,,との,1,,
5395,,,,,慰安婦,2,,,,,5395,,,,,生活の党,1,,
5396,,,,,コストダウン,2,,,,,5396,,,,,終止,1,,
5397,,,,,認定農業者,2,,,,,5397,,,,,内需拡大,1,,
5398,,,,,生計,2,,,,,5398,,,,,業況,1,,
5399,,,,,稲刈り,2,,,,,5399,,,,,閉塞,1,,
5400,,,,,ウルグアイ・ラウンド,2,,,,,5400,,,,,国分,1,,
5401,,,,,儀間,2,,,,,5401,,,,,使途,1,,
5402,,,,,産品,2,,,,,5402,,,,,海江田万里,1,,
5403,,,,,日本食,2,,,,,5403,,,,,願望,1,,
5404,,,,,加工品,2,,,,,5404,,,,,一時しのぎ,1,,
5405,,,,,自公連立政権,2,,,,,5405,,,,,現金,1,,
5406,,,,,いわゆるヘイトスピーチ,2,,,,,5406,,,,,分り,1,,
5407,,,,,内閣改造,2,,,,,5407,,,,,会見,1,,
5408,,,,,働く女性,2,,,,,5408,,,,,提起,1,,
5409,,,,,区切り,2,,,,,5409,,,,,政治問題,1,,
5410,,,,,経営環境,2,,,,,5410,,,,,外交問題,1,,
5411,,,,,臨時福祉給付金,2,,,,,5411,,,,,追悼,1,,
5412,,,,,複数税率,2,,,,,5412,,,,,祈念,1,,
5413,,,,,暫定的,2,,,,,5413,,,,,遺族,1,,
5414,,,,,簡素な給付措置,2,,,,,5414,,,,,弾道,1,,
5415,,,,,運用改善,2,,,,,5415,,,,,名護,1,,
5416,,,,,地権者,2,,,,,5416,,,,,北部地域,1,,
5417,,,,,標榜,2,,,,,5417,,,,,脱原発,1,,
5418,,,,,武装勢力,2,,,,,5418,,,,,都知事選,1,,
5419,,,,,宜野湾市長,2,,,,,5419,,,,,どなた,1,,
5420,,,,,世界的,2,,,,,5420,,,,,都知事,1,,
5421,,,,,副議長,2,,,,,5421,,,,,許可,1,,
5422,,,,,トップリーダー,2,,,,,5422,,,,,一生,1,,
5423,,,,,失業者,2,,,,,5423,,,,,無期雇用,1,,
5424,,,,,公共職業訓練,2,,,,,5424,,,,,三位一体,1,,
5425,,,,,教育訓練給付,2,,,,,5425,,,,,弾力,1,,
5426,,,,,二重,2,,,,,5426,,,,,ホワイトカラー,1,,
5427,,,,,議院運営委員会,2,,,,,5427,,,,,ホワイトカラーエグゼンプション,1,,
5428,,,,,年度末,2,,,,,5428,,,,,女性労働,1,,
5429,,,,,公営企業,2,,,,,5429,,,,,パートタイム,1,,
5430,,,,,二重行政,2,,,,,5430,,,,,持続可能,1,,
5431,,,,,電力自由化,2,,,,,5431,,,,,収納,1,,
5432,,,,,発送,2,,,,,5432,,,,,重症,1,,
5433,,,,,低価格,2,,,,,5433,,,,,切り,1,,
5434,,,,,事故対応,2,,,,,5434,,,,,合算,1,,
5435,,,,,限定容認,2,,,,,5435,,,,,礒崎,1,,
5436,,,,,海洋国家,2,,,,,5436,,,,,一致協力,1,,
5437,,,,,警戒区域,2,,,,,5437,,,,,とも,1,,
5438,,,,,広野町,2,,,,,5438,,,,,防衛協力,1,,
5439,,,,,稲穂,2,,,,,5439,,,,,松野頼久,1,,
5440,,,,,田村市,2,,,,,5440,,,,,到来,1,,
5441,,,,,川内村,2,,,,,5441,,,,,復興特区,1,,
5442,,,,,保健師,2,,,,,5442,,,,,農地転用,1,,
5443,,,,,東松島,2,,,,,5443,,,,,転用,1,,
5444,,,,,安部,2,,,,,5444,,,,,定期的,1,,
5445,,,,,俊郎,2,,,,,5445,,,,,わかりやすさ,1,,
5446,,,,,にぎわい,2,,,,,5446,,,,,現金主義,1,,
5447,,,,,三陸海岸,2,,,,,5447,,,,,発生主義,1,,
5448,,,,,仙台湾,2,,,,,5448,,,,,複式簿記,1,,
5449,,,,,通り,2,,,,,5449,,,,,財務,1,,
5450,,,,,聖火ランナー,2,,,,,5450,,,,,予算執行調査,1,,
5451,,,,,桃源郷,2,,,,,5451,,,,,スリム化,1,,
5452,,,,,別世界,2,,,,,5452,,,,,数合,1,,
5453,,,,,東洋文化,2,,,,,5453,,,,,わせ,1,,
5454,,,,,アレックス・カー,2,,,,,5454,,,,,統廃合,1,,
5455,,,,,徳島,2,,,,,5455,,,,,改廃,1,,
5456,,,,,祖谷,2,,,,,5456,,,,,観光施設,1,,
5457,,,,,原風景,2,,,,,5457,,,,,産業振興,1,,
5458,,,,,鳴門の渦潮,2,,,,,5458,,,,,悪影響,1,,
5459,,,,,風光,2,,,,,5459,,,,,民間機,1,,
5460,,,,,明媚,2,,,,,5460,,,,,継続審議,1,,
5461,,,,,徳島県,2,,,,,5461,,,,,僅か,1,,
5462,,,,,免税店,2,,,,,5462,,,,,病室,1,,
5463,,,,,外国語,2,,,,,5463,,,,,割増し,1,,
5464,,,,,名所旧跡,2,,,,,5464,,,,,やさしさ,1,,
5465,,,,,懸け橋,2,,,,,5465,,,,,われわれ,1,,
5466,,,,,大山,2,,,,,5466,,,,,引渡し,1,,
5467,,,,,地ビール,2,,,,,5467,,,,,作付,1,,
5468,,,,,repeater,2,,,,,5468,,,,,割り増し,1,,
5469,,,,,名産,2,,,,,5469,,,,,専門チャンネル,1,,
5470,,,,,全国区,2,,,,,5470,,,,,ハロー,1,,
5471,,,,,隠岐の海,2,,,,,5471,,,,,三カ国,1,,
5472,,,,,島根県海士町,2,,,,,5472,,,,,パプアニューギニア,1,,
5473,,,,,ロゴマーク,2,,,,,5473,,,,,アボット,1,,
5474,,,,,都会,2,,,,,5474,,,,,模範,1,,
5475,,,,,未来のために,2,,,,,5475,,,,,未定,1,,
5476,,,,,発想の転換,2,,,,,5476,,,,,一丁,1,,
5477,,,,,景色,2,,,,,5477,,,,,暴走,1,,
5478,,,,,さざえ,2,,,,,5478,,,,,原油価格,1,,
5479,,,,,カレー,2,,,,,5479,,,,,備蓄,1,,
5480,,,,,ヒット,2,,,,,5480,,,,,分類,1,,
5481,,,,,ターン,2,,,,,5481,,,,,プラスチック,1,,
5482,,,,,金融公庫,2,,,,,5482,,,,,母船,1,,
5483,,,,,新事業,2,,,,,5483,,,,,デリケート,1,,
5484,,,,,販路拡大,2,,,,,5484,,,,,FROGMAN,1,,
5485,,,,,山間,2,,,,,5485,,,,,海自,1,,
5486,,,,,トマト,2,,,,,5486,,,,,侵犯,1,,
5487,,,,,大人気,2,,,,,5487,,,,,自衛隊機,1,,
5488,,,,,商工会議所,2,,,,,5488,,,,,一般法,1,,
5489,,,,,売り込み,2,,,,,5489,,,,,士気,1,,
5490,,,,,ブランド,2,,,,,5490,,,,,栄典,1,,
5491,,,,,在日米軍再編,2,,,,,5491,,,,,礼遇,1,,
5492,,,,,翻弄,2,,,,,5492,,,,,統合幕僚会議議長,1,,
5493,,,,,団結,2,,,,,5493,,,,,瑞宝大綬章,1,,
5494,,,,,再会,2,,,,,5494,,,,,授与,1,,
5495,,,,,ヒラリー,2,,,,,5495,,,,,災害補償,1,,
5496,,,,,教室,2,,,,,5496,,,,,賞じゅつ金,1,,
5497,,,,,閉塞感,2,,,,,5497,,,,,苦しみ,1,,
5498,,,,,がんじがらめ,2,,,,,5498,,,,,犠牲者,1,,
5499,,,,,水素ステーション,2,,,,,5499,,,,,痛切な反省,1,,
5500,,,,,福岡,2,,,,,5500,,,,,道のり,1,,
5501,,,,,燃料電池自動車,2,,,,,5501,,,,,紐帯,1,,
5502,,,,,公教育,2,,,,,5502,,,,,風雪,1,,
5503,,,,,都府県,2,,,,,5503,,,,,ワーキング,1,,
5504,,,,,すり鉢,2,,,,,5504,,,,,思い込み,1,,
5505,,,,,谷間,2,,,,,5505,,,,,島々,1,,
5506,,,,,三河,2,,,,,5506,,,,,モバイル,1,,
5507,,,,,明治時代,2,,,,,5507,,,,,ロケット砲,1,,
5508,,,,,古橋,2,,,,,5508,,,,,命中,1,,
5509,,,,,六郎,2,,,,,5509,,,,,アルミ,1,,
5510,,,,,境遇,2,,,,,5510,,,,,所属,1,,
5511,,,,,山々,2,,,,,5511,,,,,十時,1,,
5512,,,,,水郷,2,,,,,5512,,,,,一機,1,,
5513,,,,,穀物,2,,,,,5513,,,,,牧港,1,,
5514,,,,,野菜,2,,,,,5514,,,,,自沈,1,,
5515,,,,,山村,2,,,,,5515,,,,,自明の理,1,,
5516,,,,,植林,2,,,,,5516,,,,,務め,1,,
5517,,,,,養蚕,2,,,,,5517,,,,,足掛け,1,,
5518,,,,,栽培,2,,,,,5518,,,,,反対論,1,,
5519,,,,,かけ橋,2,,,,,5519,,,,,自衛権の発動,1,,
5520,,,,,総務大臣,2,,,,,5520,,,,,イエス,1,,
5521,,,,,地方自治,2,,,,,5521,,,,,忍耐力,1,,
5522,,,,,創意,2,,,,,5522,,,,,臨検,1,,
5523,,,,,協働,2,,,,,5523,,,,,船舶検査,1,,
5524,,,,,介護保険事業計画,2,,,,,5524,,,,,乗船,1,,
5525,,,,,顧客,2,,,,,5525,,,,,船長,1,,
5526,,,,,弱点,2,,,,,5526,,,,,承諾,1,,
5527,,,,,撃ち方,2,,,,,5527,,,,,状況下,1,,
5528,,,,,やめ,2,,,,,5528,,,,,かも,1,,
5529,,,,,感想,2,,,,,5529,,,,,手短,1,,
5530,,,,,記者,2,,,,,5530,,,,,対抗,1,,
5531,,,,,朝日,2,,,,,5531,,,,,鳩山,1,,
5532,,,,,平壌,2,,,,,5532,,,,,個別的,1,,
5533,,,,,渡辺,2,,,,,5533,,,,,主観,1,,
5534,,,,,母国,2,,,,,5534,,,,,武装勢力,1,,
5535,,,,,一億人,2,,,,,5535,,,,,在外,1,,
5536,,,,,抽出,2,,,,,5536,,,,,攻撃対象,1,,
5537,,,,,直視,2,,,,,5537,,,,,国際機関,1,,
5538,,,,,共通点,2,,,,,5538,,,,,休止,1,,
5539,,,,,飲みで,2,,,,,5539,,,,,妨害,1,,
5540,,,,,苦渋,2,,,,,5540,,,,,文面,1,,
5541,,,,,不動産,2,,,,,5541,,,,,二番,1,,
5542,,,,,スーパー公務員,2,,,,,5542,,,,,政治決断,1,,
5543,,,,,願い,2,,,,,5543,,,,,激論,1,,
5544,,,,,都市間,2,,,,,5544,,,,,緻密,1,,
5545,,,,,アドバイス,2,,,,,5545,,,,,例外的,1,,
5546,,,,,消費活動,2,,,,,5546,,,,,きょく,1,,
5547,,,,,静粛,2,,,,,5547,,,,,交戦権,1,,
5548,,,,,萩市,2,,,,,5548,,,,,空母,1,,
5549,,,,,田園,2,,,,,5549,,,,,拡張,1,,
5550,,,,,幹事長,2,,,,,5550,,,,,非常識,1,,
5551,,,,,今夕,2,,,,,5551,,,,,現況,1,,
5552,,,,,ブリーフ,2,,,,,5552,,,,,国際認識,1,,
5553,,,,,収支報告書,2,,,,,5553,,,,,アフガン,1,,
5554,,,,,革マル派,2,,,,,5554,,,,,事前協議,1,,
